1020,110000,2,1,1950,0.17,0,1,1,0
982,39900,3,1,1940,0.17,0,1,0,0
1466,149000,3,2,1977,0.19,0,1,1,0
1096,109600,2,1,1926,0.16,0,1,0,0
750,65000,2,1,1946,0.17,0,1,0,0
1064,75000,2,1,1921,0.15,0,1,0,0
976,73000,2,1,1926,0.16,0,1,0,0
1395,269900,5,2,1959,0.21,1,1,1,0
826,73000,2,1,1926,0.16,0,1,0,0
1456,75000,3,2,1926,0.16,0,1,0,0
960,65000,2,2,1948,0.16,1,2,0,0
810,65000,2,1,1926,0.14,0,1,0,0
988,25000,2,1,1936,0.16,0,1,0,0
912,75000,3,2,1926,0.16,0,1,0,0
784,60000,2,1,1944,0.16,0,1,1,0
1415,155000,3,2,1997,0.22,2,1,1,0
1772,199000,3,2,1960,0.20,2,1,1,0
902,59000,2,1,1948,0.07,0,1,0,0
1976,199900,3,2,1952,0.29,2,1,1,0
1781,148500,3,2,1951,0.29,1,1,1,0
1491,135000,3,1,1953,0.27,1,1,0,0
1846,250000,3,2,1949,0.95,2,1,1,0
2482,279000,3,3,1951,0.43,2,1,0,0
1129,85000,3,1,1941,0.21,0,1,0,0
2245,229000,4,3,1956,0.24,2,1,1,0
866,37900,3,1,1952,0.16,0,1,0,0
1292,61000,3,2,1926,0.16,0,1,0,0
816,60000,2,1,1926,0.16,0,1,0,0
2451,249900,4,3,1971,0.28,2,1,1,0
1924,149000,3,2,1951,0.60,1,1,0,0
1825,154900,3,2,1964,0.21,2,1,1,0
1241,54900,3,1,1942,0.13,0,1,0,0
816,15000,2,1,1941,0.16,0,1,0,0
1640,25900,4,2,1927,0.16,0,1,0,0
2046,127000,4,2,1928,0.19,0,1,1,0
1929,179900,4,2,1954,0.16,0,1,0,0
2466,172600,5,4,1954,0.29,1,1,1,0
1544,157500,3,2,1960,0.21,0,1,1,0
1748,155000,3,2,1959,0.22,2,1,1,0
1868,125000,3,2,1925,0.20,0,1,0,0
1550,84093,3,2,1925,0.16,0,1,0,0
992,57535,3,1,1927,0.16,0,1,0,0
1140,59782,3,1,1925,0.16,2,1,0,0
1648,119000,3,3,1956,0.17,0,1,1,0
860,44112,2,1,1947,0.08,0,1,0,0
1621,134999,3,2,1956,0.21,0,1,1,0
1338,76329,3,1,1952,0.16,1,1,0,0
1251,109500,3,2,1946,0.16,0,1,0,0
2217,319000,3,2,2002,0.16,2,1,1,0
1475,133700,3,2,1943,0.16,0,1,0,0
1182,18610,2,1.5,1974,0.11,1,2,1,1
1439,73500,3,2,1977,0.18,0,1,1,1
855,55667,2,1,1955,0.17,0,1,1,1
1848,115990,3,2,1959,0.20,0,1,1,1
2096,118343,3,2,1964,0.34,0,1,1,1
1165,70728,3,1,1958,0.24,0,1,1,1
2016,111469,3,2,1968,0.20,0,1,1,1
1144,67019,3,1,1958,0.31,0,1,1,1
2093,118914,3,2,1966,0.21,1,1,1,1
985,72576,3,1,1967,0.17,0,1,1,1
1011,46000,3,1,1972,0.13,0,1,1,1
2456,90834,4,2,1964,0.18,1,1,1,1
1483,101084,3,2,1973,0.19,0,1,1,1
1199,81465,3,2,1973,0.27,0,1,1,1
1393,74900,3,2,1973,0.18,1,1,1,1
1189,79750,3,2,1977,0.22,1,1,0,1
1275,81209,4,2,1967,0.22,0,1,1,1
1288,75564,3,2,1967,0.22,0,1,1,1
1440,58000,3,1,1946,0.16,1,1,1,1
1130,73000,3,1.5,1955,0.30,2,1,1,1
2288,123495,4,2,1969,0.31,2,2,1,1
1208,90000,3,2,1977,0.18,1,1,0,1
1542,139900,3,2,1966,0.20,0,1,1,1
1120,91141,3,2,1963,0.20,0,1,1,1
1417,81176,3,2,1973,0.31,0,1,1,1
1496,86838,3,2,1963,0.19,0,1,1,1
1000,80000,3,1,1958,0.18,0,1,2,1
1407,119900,3,2,1966,0.21,0,1,1,1
1120,71900,3,2,1974,0.20,0,1,1,1
1001,65500,3,1,1959,0.24,0,1,2,1
1496,118353,3,2,1966,0.24,0,1,1,1
2073,111900,4,2,1959,0.23,0,1,1,1
1210,71000,3,2,1964,0.19,0,1,1,1
1600,125000,3,2,1962,0.20,0,2,2,1
1333,83822,3,2,1972,0.28,0,1,1,1
1363,88478,3,2,1961,0.18,0,1,2,1
1113,57321,3,1,1973,0.15,0,1,1,1
1460,85076,3,1.5,1965,0.24,0,1,1,1
1136,110000,3,1.5,1972,0.25,1,2,1,1
1209,78500,3,2,1958,0.23,0,1,1,1
1627,86652,3,2,1964,0.19,0,1,1,1
1800,90345,3,2,1959,0.25,0,1,1,1
1384,89611,3,2,1966,0.22,0,1,1,1
1390,80750,4,2,1973,0.16,0,1,1,1
1812,89000,4,1.5,1967,0.20,1,1,1,1
1367,93136,3,2,1966,0.21,0,1,2,1
1016,55000,3,1,1956,0.28,0,1,1,1
1664,85639,4,2,1963,0.18,0,1,1,1
1400,80000,2,1,1963,0.17,0,1,1,1
1502,86217,3,3,1964,0.19,0,2,1,1
